UID,Title,Rank,Stream type,Episodes,Start date,End date,Members,Score
7256,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,7256,TV ,12.0,Jul 2023 , Sep 2023,"66,205 ",6.42
7257,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,7257,TV ,26.0,Apr 1995 , Sep 1995,"1,394 ",6.42
7258,Senran Kagura Specials,7258,Special ,6.0,Mar 2013 , Aug 2013,"18,460 ",6.42
7259,JoJo no Kimyou na Bouken: The Real 4-D Dio no Sekai,7259,Special ,1.0,Jun 2017 , Jun 2017,"2,148 ",6.41
7260,Kagewani: Shou,7260,TV ,13.0,Apr 2016 , Jun 2016,"19,163 ",6.41
7261,Kara no Kyoukai: Manner Movies,7261,Movie ,7.0,Dec 2007 , Aug 2009,"13,112 ",6.41
7262,Kick-Heart,7262,Movie ,1.0,May 2013 , May 2013,"21,422 ",6.41
7263,King of Prism: Shiny Seven Stars,7263,TV ,12.0,Apr 2019 , Jul 2019,"6,313 ",6.41
7264,Kirakira Kirari,7264,ONA ,1.0,Mar 2022 , Mar 2022,"1,081 ",6.41
7265,Kitsune no Koe,7265,TV ,12.0,Oct 2018 , Dec 2018,"22,736 ",6.41
7266,Kurenai Sanshirou,7266,TV ,26.0,Apr 1969 , Sep 1969,"2,370 ",6.41
7267,Lan Mo de Hua,7267,ONA ,9.0,Jul 2017 , Aug 2017,"5,929 ",6.41
7268,Lovely Movie: Itoshi no Muco,7268,TV ,20.0,Jul 2013 , Dec 2013,"1,533 ",6.41
7269,Motto! Majime ni Fumajime Kaiketsu Zorori,7269,TV ,25.0,Apr 2020 , Nov 2020,"1,045 ",6.41
7270,Mu Wang Zhi Wang: Xuan Guan Si,7270,ONA ,20.0,Dec 2017 , Apr 2018,699 ,6.41
7271,NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,7271,OVA ,3.0,Jun 1993 , Sep 1993,"1,666 ",6.41
7272,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,7272,Special ,1.0,Jan 2014 , Jan 2014,"9,203 ",6.41
7273,Osomatsu-kun,7273,TV ,56.0,Feb 1966 , Mar 1967,"3,853 ",6.41
7274,Ougon Bat,7274,TV ,52.0,Apr 1967 , Mar 1968,"2,979 ",6.41
7275,Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,7275,Movie ,1.0,Mar 2004 , Mar 2004,679 ,6.41
7276,Paul no Miracle Daisakusen,7276,TV ,50.0,Oct 1976 , Sep 1977,"1,502 ",6.41
7277,Planetarium Pokemon: Aurora kara no Message,7277,Movie ,1.0,Aug 2020 , Aug 2020,"1,946 ",6.41
7278,Prism Ark,7278,TV ,12.0,Oct 2007 , Dec 2007,"23,029 ",6.41
7279,Rokka no Yuusha Picture Drama,7279,Special ,3.0,Sep 2015 , Nov 2015,"12,626 ",6.41
7280,Rokudou no Onna-tachi,7280,TV ,12.0,Apr 2023 , Jun 2023,"51,163 ",6.41
7281,Salad Juu Yuushi Tomatoman,7281,TV ,50.0,Apr 1992 , Mar 1993,"1,459 ",6.41
7282,Seikoku no Dragonar,7282,TV ,12.0,Apr 2014 , Jun 2014,"225,612 ",6.41
7283,Sharedol,7283,ONA ,1.0,Oct 2021 , Oct 2021,985 ,6.41
7284,Akai Ito,7284,Special ,1.0,2009 , 2009,"2,525 ",6.41
7285,Akuma-kun,7285,TV ,42.0,Apr 1989 , Mar 1990,"2,602 ",6.41
7286,Android Ana Maico 2010,7286,TV ,24.0,Apr 1998 , Sep 1998,"4,316 ",6.41
7287,Anemone,7287,OVA ,1.0,Mar 2011 , Mar 2011,"4,665 ",6.41
7288,Artiswitch: Ruru's Episodes of Memories,7288,ONA ,2.0,Nov 2023 , May 2024,600 ,6.41
7289,Baby Baachan,7289,TV ,53.0,Apr 2002 , Dec 2002,"1,174 ",6.41
7290,Buta,7290,TV Special ,1.0,Mar 2012 , Mar 2012,"8,946 ",6.41
7291,Daikaijuu Gamenya Shuurai,7291,ONA ,1.0,Sep 2023 , Sep 2023,"1,001 ",6.41
7292,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,7292,TV ,25.0,Oct 2011 , Mar 2012,"27,336 ",6.41
7293,"Dragon, Ie wo Kau.",7293,TV ,12.0,Apr 2021 , Jun 2021,"62,320 ",6.41
7294,Fire Tripper,7294,OVA ,1.0,Dec 1985 , Dec 1985,"6,119 ",6.41
7295,Fushigi no Kuni no Alice,7295,TV ,24.0,Oct 1983 , Mar 1984,"3,625 ",6.41
7296,Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki,7296,Special ,1.0,Dec 2021 , Dec 2021,"16,534 ",6.41
7297,Getsuyoubi no Tawawa,7297,ONA ,12.0,Oct 2016 , Dec 2016,"156,650 ",6.41
7298,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,7298,TV Special ,1.0,Oct 1979 , Oct 1979,"2,143 ",6.41
7299,Gravity Daze The Animation: Ouverture,7299,OVA ,1.0,Dec 2016 , Dec 2016,"5,274 ",6.41
7300,Gyouten Ningen Batsealer,7300,TV ,52.0,Apr 2001 , Mar 2002,716 ,6.41
7301,Hareluya II Boy,7301,TV ,25.0,Apr 1997 , Sep 1997,"3,214 ",6.41
7302,Hataraku Oniisan! no 2!,7302,TV ,11.0,Jul 2018 , Sep 2018,"3,837 ",6.41
7303,Himitsu no Akko-chan,7303,TV ,94.0,Jan 1969 , Oct 1970,"3,844 ",6.41
7304,Himitsu no Akko-chan 2,7304,TV ,61.0,Oct 1988 , Dec 1989,"1,641 ",6.41
7305,Infini-T Force,7305,TV ,12.0,Oct 2017 , Dec 2017,"8,812 ",6.41
7306,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",7306,ONA ,1.0,Oct 2012 , Oct 2012,"6,362 ",6.41
7307,Shin Megami Tensei Devil Children: Light & Dark,7307,TV ,52.0,Oct 2002 , Sep 2003,"2,583 ",6.41
7308,Shinkansen Henkei Robo Shinkalion Z the Animation,7308,TV ,41.0,Apr 2021 , Mar 2022,"1,527 ",6.41
7309,Sketchbook: Full Color's Picture Drama,7309,Special ,6.0,Jan 2008 , Jun 2008,"2,716 ",6.41
7310,Slow Step,7310,OVA ,5.0,Jun 1991 , Nov 1991,"3,762 ",6.41
7311,Tako ni Natta Okaasan,7311,TV Special ,1.0,Aug 2003 , Aug 2003,947 ,6.41
7312,Terra e...,7312,Movie ,1.0,Apr 1980 , Apr 1980,"11,814 ",6.41
7313,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,7313,Movie ,1.0,Mar 1998 , Mar 1998,"1,931 ",6.41
7314,"The☆Doraemons: Strange, Sweets, Strange?",7314,Movie ,1.0,Mar 1999 , Mar 1999,"1,858 ",6.41
7315,Toradora!: SOS! Kuishinbou Banbanzai,7315,Special ,4.0,Feb 2009 , Aug 2009,"109,728 ",6.41
7316,Uchuu Taitei God Sigma,7316,TV ,50.0,Mar 1980 , Feb 1981,"1,868 ",6.41
7317,Wangu Xian Qiong III: Eren Gu Pian,7317,ONA ,13.0,Mar 2019 , May 2019,"1,716 ",6.41
7318,Yume Tsukai,7318,TV ,12.0,Apr 2006 , Jun 2006,"9,669 ",6.41
7319,Spirit of Wonder: China-san no Yuuutsu,7319,OVA ,1.0,Jun 1992 , Jun 1992,"7,395 ",6.40
7320,Sukeban Deka,7320,OVA ,2.0,Apr 1991 , Jul 1991,"7,632 ",6.40
7321,Takamiya Nasuno desu! Teekyuu Spin-off,7321,TV ,12.0,Apr 2015 , Jun 2015,"15,285 ",6.40
7322,"Tantei wa Mou, Shindeiru.",7322,TV ,12.0,Jul 2021 , Sep 2021,"372,911 ",6.40
7323,Tenkai Knights,7323,TV ,52.0,Apr 2014 , Mar 2015,"5,545 ",6.40
7324,The New Gate,7324,TV ,12.0,Apr 2024 , Jun 2024,"85,000 ",6.40
7325,The World of Golden Eggs,7325,TV ,26.0,Jan 2005 , Dec 2006,"1,166 ",6.40
7326,Transformers: The☆Headmasters,7326,TV ,35.0,Jul 1987 , Mar 1988,"4,462 ",6.40
7327,Tsukipro The Animation 2,7327,TV ,13.0,Jul 2021 , Dec 2021,"7,771 ",6.40
7328,Vatican Kiseki Chousakan,7328,TV ,12.0,Jul 2017 , Sep 2017,"47,548 ",6.40
7329,Ys,7329,OVA ,7.0,Nov 1989 , Sep 1991,"8,784 ",6.40
7330,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",7330,Special ,1.0,Nov 2011 , Nov 2011,"26,180 ",6.40
7331,Kamen Rider Zero-One: Short Anime - Everyone's Daily Life,7331,ONA ,5.0,Jul 2020 , Nov 2020,641 ,6.40
7332,Kanokon Specials,7332,Special ,12.0,Jun 2008 , Nov 2008,"33,245 ",6.40
7333,Katsute Kami Datta Kemono-tachi e,7333,TV ,12.0,Jul 2019 , Sep 2019,"136,386 ",6.40
7334,Kidou Senshi Gundam: Suisei no Majo Recap,7334,TV Special ,1.0,Nov 2022 , Nov 2022,"2,337 ",6.40
7335,Kiniro no Corda: Blue♪Sky,7335,TV ,12.0,Apr 2014 , Jun 2014,"27,469 ",6.40
7336,Kodai Ouja Kyouryuu King,7336,TV ,49.0,Feb 2007 , Jan 2008,"27,597 ",6.40
7337,L/R: Licensed by Royal,7337,TV ,12.0,Jan 2003 , Mar 2003,"5,409 ",6.40
7338,Maetel Legend,7338,OVA ,2.0,Dec 2000 , Mar 2001,"5,026 ",6.40
7339,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,7339,Movie ,1.0,May 2016 , May 2016,"4,733 ",6.40
7340,Mirai Shounen Conan 2: Taiga Daibouken,7340,TV ,24.0,Oct 1999 , Apr 2000,"2,417 ",6.40
7341,Morita-san wa Mukuchi. Specials,7341,Special ,2.0,Jan 2012 , Jan 2012,"4,642 ",6.40
7342,One Piece: Dai Gekisen Tokushuu! Mugiwara no Ichimi vs. Tobi Roppou,7342,TV Special ,1.0,Dec 2022 , Dec 2022,"3,429 ",6.40
7343,One Piece: Innen no Log! Mugiwara no Ichimi to Cipher Pol,7343,TV Special ,1.0,Apr 2024 , Apr 2024,"1,701 ",6.40
7344,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,7344,OVA ,1.0,Jun 2011 , Jun 2011,"13,574 ",6.40
7345,Sakura Taisen: Katsudou Shashin,7345,Movie ,1.0,Dec 2001 , Dec 2001,"7,293 ",6.40
7346,Sasuga no Sarutobi,7346,TV ,69.0,Oct 1982 , Mar 1984,"2,190 ",6.40
7347,Sengoku Collection,7347,TV ,26.0,Apr 2012 , Sep 2012,"25,434 ",6.40
7348,12-sai.: Chicchana Mune no Tokimeki,7348,TV ,12.0,Apr 2016 , Jun 2016,"35,678 ",6.40
7349,Aikatsu Planet! Movie,7349,Movie ,1.0,Jul 2022 , Jul 2022,"1,057 ",6.40
7350,Bad Boys,7350,OVA ,5.0,Sep 1993 , Aug 1998,"3,484 ",6.40
7351,Blue Seed 2,7351,OVA ,3.0,Jul 1996 , Feb 1998,"7,299 ",6.40
7352,Captain Earth,7352,TV ,25.0,Apr 2014 , Sep 2014,"67,736 ",6.40
7353,Cutie Honey,7353,TV ,25.0,Oct 1973 , Mar 1974,"17,591 ",6.40
7354,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",7354,Movie ,1.0,Jul 1982 , Jul 1982,"2,224 ",6.40
7355,Eden (ONA),7355,ONA ,4.0,May 2021 , May 2021,"18,853 ",6.40
7356,Fushigiboshi no☆Futagohime Gyu! Recap,7356,OVA ,1.0,Aug 2006 , Aug 2006,867 ,6.40
7357,Hakuouki: Shinkai - Kaze no Shou,7357,OVA ,1.0,Sep 2015 , Sep 2015,"4,287 ",6.40
7358,Jiu Tian Xuan Di Jue 4th Season,7358,ONA ,52.0,May 2023 , Nov 2023,554 ,6.40
7359,B-Legend! Battle B-Daman Fire Spirits!,7359,TV ,51.0,Jan 2005 , Dec 2005,"5,541 ",6.39
7360,Baldr Force Exe Resolution,7360,OVA ,4.0,Nov 2006 , Apr 2007,"17,672 ",6.39
7361,Blue Dragon,7361,TV ,51.0,Apr 2007 , Mar 2008,"55,650 ",6.39
7362,Boys Be...,7362,TV ,13.0,Apr 2000 , Jul 2000,"24,108 ",6.39
7363,Build Divide: Code Black,7363,TV ,12.0,Oct 2021 , Dec 2021,"56,354 ",6.39
7364,Chou Seimeitai Transformers Beast Wars Neo,7364,TV ,35.0,Feb 1999 , Sep 1999,"2,841 ",6.39
7365,Code-E,7365,TV ,12.0,Jul 2007 , Sep 2007,"18,848 ",6.39
7366,Donguri no Ie,7366,Movie ,1.0,1997 , 1997,550 ,6.39
7367,Drifters (OVA): Kokuou-sama Goranshin,7367,Special ,1.0,Dec 2017 , Dec 2017,"7,650 ",6.39
7368,eX-Driver: Nina & Rei Danger Zone,7368,Movie ,1.0,Apr 2002 , Apr 2002,"4,884 ",6.39
7369,Garakuta-doori no Stain,7369,TV ,13.0,Jan 2003 , Mar 2003,"2,259 ",6.39
7370,Genei wo Kakeru Taiyou,7370,TV ,13.0,Jul 2013 , Sep 2013,"55,132 ",6.39
7371,Go! Go! Itsutsugo Land,7371,TV ,50.0,Apr 2001 , Mar 2002,"1,051 ",6.39
7372,Hayan Ma-eum Baeggu,7372,TV ,13.0,Oct 2000 , Jan 2001,"1,107 ",6.39
7373,Hello Harinezumi: Satsui no Ryoubun,7373,OVA ,1.0,Sep 1992 , Sep 1992,"3,976 ",6.39
7374,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,7374,TV Special ,1.0,Oct 1987 , Oct 1987,"1,360 ",6.39
7375,Hoero! Bun Bun,7375,TV ,39.0,Oct 1980 , Jul 1981,"1,412 ",6.39
7376,Jagainu-kun,7376,TV ,26.0,Apr 2004 , Jul 2004,"1,568 ",6.39
7377,Jinyi Shen Jiang,7377,ONA ,13.0,Sep 2023 , Nov 2023,364 ,6.39
7378,Shi Xiong,7378,ONA ,41.0,Nov 2014 , Mar 2015,"3,278 ",6.39
7379,Shin Mitsubachi Maya no Bouken,7379,TV ,52.0,Oct 1982 , Sep 1983,"4,090 ",6.39
7380,Shouxi Yu Ling Shi 2,7380,ONA ,60.0,Mar 2021 , Sep 2021,773 ,6.39
7381,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",7381,TV ,12.0,Jan 2024 , Mar 2024,"121,694 ",6.39
7382,Spy Kyoushitsu,7382,TV ,12.0,Jan 2023 , Mar 2023,"146,654 ",6.39
7383,Tactical Roar,7383,TV ,13.0,Jan 2006 , Apr 2006,"10,753 ",6.39
7384,Tejina-senpai,7384,TV ,12.0,Jul 2019 , Sep 2019,"279,682 ",6.39
7385,The☆Ultraman,7385,TV ,50.0,Apr 1979 , Mar 1980,"3,822 ",6.39
7386,Time Bokan,7386,TV ,61.0,Oct 1975 , Dec 1976,"3,133 ",6.39
7387,Toaru Ossan no VRMMO Katsudouki,7387,TV ,12.0,Oct 2023 , Dec 2023,"73,033 ",6.39
7388,Watashi no Touchika,7388,Movie ,1.0,Mar 2021 , Mar 2021,313 ,6.39
7389,Youkai Watch ♪,7389,TV ,98.0,Apr 2021 , Mar 2023,"2,575 ",6.39
7390,Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin,7390,TV Special ,1.0,Jan 2009 , Jan 2009,"3,024 ",6.39
7391,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,7391,OVA ,1.0,May 2005 , May 2005,"3,929 ",6.39
7392,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",7392,OVA ,1.0,Mar 2016 , Mar 2016,"25,000 ",6.39
7393,Kyoushirou to Towa no Sora,7393,TV ,12.0,Jan 2007 , Mar 2007,"43,897 ",6.39
7394,Legend of Regios,7394,Special ,3.0,Mar 2009 , May 2009,"10,666 ",6.39
7395,Line Offline: Salaryman,7395,TV ,114.0,Jan 2013 , Oct 2013,"2,127 ",6.39
7396,Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,7396,Special ,1.0,Sep 2017 , Sep 2017,"1,324 ",6.39
7397,Mahoutsukai Reimeiki,7397,TV ,12.0,Apr 2022 , Jul 2022,"158,820 ",6.39
7398,Monster Strike,7398,ONA ,51.0,Oct 2015 , Dec 2016,"25,030 ",6.39
7399,Muteki Robo Trider G7,7399,TV ,50.0,Feb 1980 , Jan 1981,"1,846 ",6.39
7400,Null Peta,7400,ONA ,12.0,Oct 2019 , Dec 2019,"22,940 ",6.39
7401,One Off,7401,OVA ,4.0,Aug 2012 , Oct 2012,"17,307 ",6.39
7402,Onna no Sono no Hoshi,7402,OVA ,1.0,Dec 2022 , Dec 2022,"2,896 ",6.39
7403,Pokemon: Pikachu no Fuyuyasumi (2001),7403,OVA ,3.0,Dec 2000 , Dec 2000,"10,256 ",6.39
7404,Puso Ni Comi,7404,ONA ,20.0,Jan 2019 , May 2019,"1,517 ",6.39
7405,Qi Jie Diyi Xian,7405,ONA ,120.0,Feb 2022 , Apr 2023,"1,641 ",6.39
7406,Rail Wars!,7406,TV ,12.0,Jul 2014 , Sep 2014,"213,025 ",6.39
7407,RPG Densetsu Hepoi,7407,TV ,50.0,Oct 1990 , Sep 1991,"1,343 ",6.39
7408,Jungle Taitei: Susume Leo!,7408,TV ,26.0,Oct 1966 , Mar 1967,"3,283 ",6.38
7409,Kekkaishi: Yoshimori no Omoi,7409,Special ,1.0,May 2007 , May 2007,988 ,6.38
7410,Ketsuekigata-kun! 2,7410,TV ,12.0,Jan 2015 , Mar 2015,"5,280 ",6.38
7411,Kiko-chan Smile,7411,TV ,51.0,Oct 1996 , Sep 1997,"1,745 ",6.38
7412,Kikou Kantai Dairugger XV,7412,TV ,52.0,Mar 1982 , Mar 1983,"3,071 ",6.38
7413,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,7413,Special ,2.0,Sep 2007 , Oct 2007,649 ,6.38
7414,Kuiba II: Dazhan Yuan Yang Jie,7414,Movie ,1.0,May 2013 , May 2013,641 ,6.38
7415,Love Live! The School Idol Movie: Gekijou Manner CMs,7415,Movie ,4.0,Jun 2015 , Jun 2015,"5,594 ",6.38
7416,Marie & Gali,7416,TV ,40.0,Mar 2009 , Mar 2010,"5,178 ",6.38
7417,Moetan,7417,TV ,12.0,Jul 2007 , Sep 2007,"29,273 ",6.38
7418,Monster Strike: Rain of Memories,7418,ONA ,1.0,Dec 2016 , Dec 2016,"3,013 ",6.38
7419,One Piece: Uchuu tte Omoshiree! Hoshizora Jima-hen,7419,Movie ,1.0,Apr 2007 , Apr 2007,"1,974 ",6.38
7420,Otoko Ippiki Gaki Daishou,7420,TV ,156.0,Sep 1969 , Mar 1970,"1,592 ",6.38
7421,Panty & Stocking in Sanitarybox,7421,Special ,1.0,Apr 2011 , Apr 2011,"40,692 ",6.38
7422,Pokemon: Pikachu no Wanpaku Island,7422,Special ,1.0,Aug 2006 , Aug 2006,"10,544 ",6.38
7423,Project A-Ko 4: Final,7423,OVA ,1.0,Oct 1989 , Oct 1989,"6,240 ",6.38
7424,Puso Ni Comi: Okawari,7424,ONA ,26.0,Apr 2020 , Sep 2020,"1,012 ",6.38
7425,RahXephon Specials,7425,Special ,2.0,Aug 2003 , Feb 2004,"4,161 ",6.38
7426,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",7426,OVA ,1.0,Jun 2014 , Jun 2014,"29,777 ",6.38
7427,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,7427,Special ,8.0,Jan 2008 , Aug 2008,"7,923 ",6.38
7428,Akaneiro ni Somaru Saka,7428,TV ,12.0,Oct 2008 , Dec 2008,"152,776 ",6.38
7429,Akaneiro ni Somaru Saka: Hardcore,7429,Special ,1.0,Jun 2009 , Jun 2009,"40,760 ",6.38
7430,Baby Princess 3D Paradise 0 [Love],7430,OVA ,1.0,Jul 2011 , Jul 2011,"30,624 ",6.38
7431,Card Wang: Mix Master,7431,TV ,39.0,Oct 2005 , Jul 2006,"1,958 ",6.38
7432,Classroom☆Crisis: Tabi no Haji wa Uwanuri,7432,Special ,1.0,Dec 2015 , Dec 2015,"6,681 ",6.38
7433,Duan Nao,7433,ONA ,16.0,Nov 2014 , Jul 2015,"6,268 ",6.38
7434,Etotama: Nyankyaku Banrai,7434,ONA ,1.0,May 2021 , May 2021,"9,166 ",6.38
7435,Fatal Fury: Legend of the Hungry Wolf,7435,TV Special ,1.0,Dec 1992 , Dec 1992,"11,533 ",6.38
7436,Freedom Previsited,7436,OVA ,1.0,Oct 2006 , Oct 2006,"3,438 ",6.38
7437,Gakumon!: Ookami Shoujo wa Kujikenai,7437,ONA ,3.0,Apr 2014 , Dec 2014,"2,589 ",6.38
7438,Gamera: Rebirth,7438,ONA ,6.0,Sep 2023 , Sep 2023,"4,083 ",6.38
7439,Genji Monogatari,7439,Movie ,1.0,Dec 1987 , Dec 1987,"11,694 ",6.38
7440,Gurazeni,7440,TV ,12.0,Apr 2018 , Jun 2018,"12,044 ",6.38
7441,Happy Happy Clover,7441,TV ,13.0,Jul 2007 , Sep 2007,"1,968 ",6.38
7442,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,7442,OVA ,3.0,Mar 2003 , Feb 2005,"3,840 ",6.38
7443,Hashiri Tsuzukete Yokatta tte.,7443,TV ,4.0,Oct 2018 , Oct 2018,"12,628 ",6.38
7444,Hello Kitty no Cinderella,7444,Movie ,1.0,Jul 1989 , Jul 1989,"1,667 ",6.38
7445,Ikkitousen,7445,TV ,13.0,Jul 2003 , Oct 2003,"165,760 ",6.38
7446,IS: Infinite Stratos 2 - Infinite Wedding,7446,Special ,1.0,Jun 2016 , Jun 2016,"34,047 ",6.38
7447,Jiu Tian Xuan Di Jue 2nd Season,7447,ONA ,52.0,May 2022 , Oct 2022,"1,477 ",6.38
7448,Shuukan Storyland,7448,TV ,56.0,Oct 1999 , Sep 2001,"1,003 ",6.38
7449,Sister Princess,7449,TV ,26.0,Apr 2001 , Sep 2001,"25,661 ",6.38
7450,Soukou Kihei Votoms: Case;Irvine,7450,OVA ,1.0,Nov 2010 , Nov 2010,"3,245 ",6.38
7451,Tenkuu Senki Shurato: Sousei e no Anto,7451,OVA ,6.0,Sep 1991 , Mar 1992,"2,409 ",6.38
7452,Time Bokan Series: Yattodetaman,7452,TV ,52.0,Feb 1981 , Feb 1982,"2,240 ",6.38
7453,Tono to Issho: Gantai no Yabou,7453,TV ,12.0,Apr 2011 , Jun 2011,"3,246 ",6.38
7454,Tori no Uta,7454,OVA ,1.0,Jan 2007 , Jan 2007,"5,719 ",6.38
7455,Wakakusa no Yon Shimai,7455,TV ,26.0,Apr 1981 , Sep 1981,"1,929 ",6.38
7456,Xian Feng Jianyu Lu,7456,ONA ,70.0,Jul 2020 , Mar 2021,"1,566 ",6.38
7457,Xiling Jiyuan,7457,ONA ,16.0,Apr 2023 , Jul 2023,"3,039 ",6.38
7458,Yakyuukyou no Uta,7458,TV ,25.0,Dec 1977 , Mar 1979,"1,836 ",6.38
7459,Yatogame-chan Kansatsu Nikki Sansatsume,7459,TV ,12.0,Jan 2021 , Mar 2021,"14,793 ",6.38
7460,Yoku Wakaru Mahouka! - Saiseitte Nani?,7460,Special ,1.0,Feb 2015 , Feb 2015,"12,268 ",6.38
7461,Yuri Seijin Naoko-san (2012),7461,OVA ,1.0,Feb 2012 , Feb 2012,"14,220 ",6.38
7462,Zoids Fuzors,7462,TV ,26.0,Oct 2004 , Apr 2005,"11,404 ",6.38
7463,Shiguang Daili Ren x Vatti: Nan Qin Na Yi Wan Mifang Da Gongkai!,7463,ONA ,1.0,Dec 2021 , Dec 2021,"2,621 ",6.37
7464,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap,7464,TV Special ,1.0,Dec 2019 , Dec 2019,"25,750 ",6.37
7465,Shingeki no Bahamut: Genesis - Roundup,7465,TV Special ,1.0,Nov 2014 , Nov 2014,"16,681 ",6.37
7466,Shingeki no Kyotou,7466,Movie ,1.0,Apr 2017 , Apr 2017,"25,944 ",6.37
7467,Sojunghan Nal-ui Kkum,7467,Movie ,1.0,Jun 2011 , Jun 2011,"2,244 ",6.37
7468,Space Cobra Pilot,7468,Special ,1.0,Dec 1981 , Dec 1981,"2,678 ",6.37
7469,Starmyu 3rd Season: Encore,7469,TV Special ,1.0,Sep 2019 , Sep 2019,"1,365 ",6.37
7470,The Hakkenden: Shin Shou,7470,OVA ,7.0,Nov 1993 , Mar 1995,"2,985 ",6.37
7471,To Heart: Remember My Memories,7471,TV ,13.0,Oct 2004 , Dec 2004,"10,103 ",6.37
7472,Tokyo Ghoul:re,7472,TV ,12.0,Apr 2018 , Jun 2018,"1,196,181 ",6.37
7473,Uchuu Senkan Tiramisù,7473,TV ,13.0,Apr 2018 , Jun 2018,"28,799 ",6.37
7474,Uchuu Senshi Baldios,7474,TV ,34.0,Jun 1980 , Jan 1981,"3,061 ",6.37
7475,Wo Kao Chongzhi Dang Wudi,7475,ONA ,60.0,Jul 2022 , Dec 2022,"1,276 ",6.37
7476,Xiao Qian,7476,Movie ,1.0,Jul 1997 , Jul 1997,"3,304 ",6.37
7477,K-On!: Ura-On!,7477,Special ,7.0,Jul 2009 , Jan 2010,"63,465 ",6.37
7478,Kagewani,7478,TV ,13.0,Oct 2015 , Dec 2015,"33,234 ",6.37
7479,Kanokon,7479,TV ,12.0,Apr 2008 , Jun 2008,"251,722 ",6.37
7480,Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt,7480,ONA ,12.0,Nov 2022 , Oct 2023,"11,841 ",6.37
7481,Kinnikuman II Sei: Second Generations,7481,Movie ,1.0,Jul 2001 , Jul 2001,"1,734 ",6.37
7482,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteidan!,7482,Special ,2.0,Apr 2008 , Apr 2008,658 ,6.37
7483,Ladies versus Butlers! Specials,7483,Special ,6.0,Mar 2010 , Aug 2010,"35,021 ",6.37
7484,Look at Me Only,7484,Movie ,1.0,2016 , 2016,682 ,6.37
7485,Massugu ni Ikou.,7485,TV ,4.0,Aug 2003 , Aug 2003,"4,476 ",6.37
7486,Meitantei Conan: Internet Nazo no Mail Jiken,7486,OVA ,1.0,Jun 2000 , Jun 2000,"2,794 ",6.37
7487,Miss Monochrome The Animation,7487,TV ,13.0,Oct 2013 , Dec 2013,"50,393 ",6.37
7488,Nurarihyon no Mago Recaps,7488,TV Special ,2.0,Sep 2010 , Dec 2010,"13,868 ",6.37
7489,Nurse Witch Komugi-chan Magikarte Special,7489,Special ,1.0,Jun 2003 , Jun 2003,"6,091 ",6.37
7490,One Piece 4D,7490,Special ,1.0,Mar 2015 , Mar 2015,"4,068 ",6.37
7491,"Ore, Tsushima (ONA)",7491,ONA ,93.0,Jul 2021 , Mar 2022,"3,167 ",6.37
7492,Rakudai Majo: Fuuka to Yami no Majo,7492,Movie ,1.0,Mar 2023 , Mar 2023,"3,433 ",6.37
7493,Ring ni Kakero 1: Kage Dou-hen,7493,TV ,6.0,Apr 2010 , Jun 2010,"2,313 ",6.37
7494,Saikyou Robot Daiouja,7494,TV ,50.0,Jan 1981 , Jan 1982,"1,435 ",6.37
7495,Sasurai no Taiyou,7495,TV ,26.0,Apr 1971 , Sep 1971,"2,437 ",6.37
7496,Seikon no Qwaser: Jotei no Shouzou,7496,OVA ,1.0,Oct 2010 , Oct 2010,"28,580 ",6.37
